Date,Team,Acquired,Relinquished,Notes
2010-11-10,Kings,,Hassan Whiteside,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Knicks,,Ronny Turiaf,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Knicks,Shawne Williams,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Magic,,Malik Allen,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Magic,Jameer Nelson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Mavericks,,Caron Butler,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Mavericks,Steve Novak,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Nets,,Stephen Graham,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Nets,,Troy Murphy,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Nets,Ben Uzoh,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Nets,Joe Smith ,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Raptors,,David Andersen,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Raptors,,Leandro Barbosa,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Raptors,Joey Dorsey,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Rockets,,Jermaine Taylor,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Rockets,Kyle Lowry,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Timberwolves,,Wayne Ellington,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Warriors,,Dan Gadzuric,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Warriors,Jeff Adrien,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Wizards,,Kevin Seraphin,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Wizards,,Lester Hudson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Clippers,Eric Gordon,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-10,Clippers,,Eric Gordon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-11,Celtics,,Jermaine O'Neal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-11,Celtics,Shaquille O'Neal,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-11,Lakers,,Theo Ratliff,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-11,Lakers,Derrick Caracter,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-11,Rockets,,Yao Ming,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-11,Spurs,,James Anderson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-11,Warriors,,David Lee,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-11,Warriors,Dan Gadzuric,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,76ers,,Craig Brackins,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,76ers,,Darius Songaila,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,76ers,Andre Iguodala,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Clippers,,Chris Kaman,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Hawks,,Etan Thomas,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Hawks,Maurice Evans,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Raptors,,David Andersen,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Raptors,,Linas Kleiza,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Raptors,Ed Davis ,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Raptors,Solomon Alabi,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Rockets,,Yao Ming,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Rockets,Jermaine Taylor,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Thunder,B.J. Mullens,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Warriors,,David Lee,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Clippers,Randy Foye,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-12,Clippers,,Randy Foye,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Bobcats,Eduardo Najera,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Bucks,,Carlos Delfino,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Cavaliers,,Anderson Varejao,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Cavaliers,,Mo Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Cavaliers,Manny Harris,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Cavaliers,Samardo Samuels,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Celtics,,Jermaine O'Neal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Heat,,Jamaal Magloire,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Heat,Juwan Howard,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Hornets,,Marcus Thornton ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Hornets,Peja Stojakovic,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Nets,,Joe Smith ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Nets,Troy Murphy,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Raptors,,Ed Davis ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Raptors,,Reggie Evans,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Raptors,David Andersen,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Spurs,,James Anderson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-13,Spurs,Matt Bonner,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Lakers,,Steve Blake,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Lakers,Theo Ratliff,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Pistons,,DaJuan Summers,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Pistons,Chris Wilcox,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Rockets,,Chase Budinger,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Thunder,,B.J. Mullens,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Thunder,,Daequan Cook,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Thunder,Jeff Green,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Thunder,Nick Collison,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Timberwolves,,Nikola Pekovic,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-14,Timberwolves,,Wayne Ellington,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Bobcats,,Gerald Henderson Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Bobcats,Kwame Brown,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Clippers,,Randy Foye,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Jazz,,Raja Bell,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Magic,,J.J. Redick,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Magic,Malik Allen,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Nets,,Damion James,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Nets,Stephen Graham,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Suns,,Robin Lopez,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2010-11-15,Suns,Gani Lawal,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
